TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType,Location,Channel,CustomerOccupation,Cluster
77.03,67.0,259.0,1.0,11310.27,Debit,Fresno,ATM,Doctor,0
22.59,62.0,45.0,1.0,3988.75,Debit,Seattle,ATM,Retired,1
568.76,51.0,155.0,1.0,7484.32,Debit,Baltimore,ATM,Retired,2
25.94,58.0,211.0,5.0,4815.11,Credit,San Jose,Online,Retired,1
105.94,51.0,207.0,1.0,5963.1,Debit,Oklahoma City,Branch,Engineer,1
733.29,52.0,94.0,5.0,10427.0,Debit,Virginia Beach,ATM,Doctor,1
350.15,21.0,195.0,1.0,296.47,Credit,Fresno,ATM,Student,0
1151.18,65.0,105.0,1.0,1100.06,Debit,Kansas City,ATM,Doctor,0
183.67,19.0,238.0,1.0,910.26,Debit,San Diego,Online,Student,1
278.27,29.0,123.0,1.0,6684.34,Debit,Tucson,Branch,Doctor,1
470.3,40.0,88.0,1.0,8524.09,Debit,Austin,ATM,Doctor,2
261.69,53.0,84.0,1.0,5126.65,Debit,Philadelphia,ATM,Retired,1
365.04,22.0,94.0,1.0,873.89,Debit,Virginia Beach,Branch,Student,1
211.1,57.0,136.0,1.0,7059.77,Debit,Miami,Branch,Retired,0
21.49,58.0,240.0,1.0,11991.24,Debit,Denver,ATM,Doctor,2
63.58,18.0,199.0,1.0,8086.04,Debit,Columbus,ATM,Student,2
321.86,63.0,167.0,1.0,12626.49,Debit,San Antonio,ATM,Doctor,1
12.11,75.0,127.0,1.0,1730.28,Debit,Jacksonville,None,Retired,0
642.54,44.0,28.0,1.0,3143.17,Debit,Milwaukee,Branch,Engineer,0
210.45,27.0,146.0,1.0,1242.49,Debit,Las Vegas,ATM,Student,0
313.65,55.0,173.0,1.0,1886.36,Credit,Chicago,Branch,Retired,2
99.76,26.0,131.0,1.0,416.89,Debit,Sacramento,Branch,Student,1
115.32,53.0,113.0,1.0,5929.08,Debit,Denver,Branch,Retired,2
33.61,23.0,72.0,1.0,479.08,Debit,Milwaukee,Online,Student,0
498.59,33.0,32.0,1.0,5862.99,Credit,Oklahoma City,Online,Doctor,1
98.81,27.0,91.0,1.0,797.1,Debit,San Francisco,Branch,Student,1
1.87,65.0,147.0,1.0,7287.94,Debit,Washington,ATM,Retired,1
78.92,59.0,95.0,1.0,5624.86,Credit,Jacksonville,Online,Engineer,0
194.29,39.0,10.0,1.0,2988.41,Credit,Seattle,Branch,Engineer,1
28.73,53.0,185.0,1.0,2712.96,Debit,Kansas City,ATM,Engineer,0
105.53,24.0,88.0,1.0,1433.66,Debit,Colorado Springs,Online,Student,2
737.34,30.0,34.0,1.0,7336.56,Debit,Miami,Online,Doctor,0
237.86,18.0,210.0,1.0,475.63,Debit,Philadelphia,ATM,Student,1
409.61,65.0,89.0,1.0,11698.15,Debit,Kansas City,Branch,Doctor,0
75.53,21.0,157.0,1.0,1034.35,Credit,Fresno,Online,Student,0
72.75,64.0,15.0,1.0,12042.79,Debit,Phoenix,ATM,Doctor,1
39.11,26.0,143.0,1.0,518.54,Debit,Columbus,Online,Student,2
1309.79,23.0,139.0,1.0,1258.93,Debit,San Francisco,ATM,Student,1
729.38,68.0,90.0,1.0,9127.65,Debit,Los Angeles,ATM,Doctor,0
137.49,34.0,50.0,1.0,4471.05,Debit,Fort Worth,ATM,Engineer,0
504.71,29.0,61.0,1.0,6214.54,Debit,Detroit,Online,Engineer,2
371.47,24.0,58.0,1.0,1187.04,Credit,Milwaukee,Branch,Student,0
430.35,36.0,205.0,1.0,354.9,Debit,Charlotte,Online,Doctor,2
230.32,35.0,56.0,1.0,791.46,Debit,Las Vegas,Branch,Engineer,0
121.71,52.0,140.0,1.0,5878.89,Debit,Chicago,ATM,Retired,2
98.87,20.0,179.0,1.0,533.2,Debit,Detroit,Online,Student,2
117.55,24.0,35.0,1.0,897.94,Debit,Fresno,ATM,Student,0
244.64,30.0,103.0,1.0,9159.56,Debit,Tucson,Branch,Doctor,1
321.93,45.0,12.0,1.0,4392.73,Debit,Nashville,ATM,Engineer,0
1092.73,58.0,11.0,1.0,1390.98,Debit,Columbus,Branch,Retired,2
283.23,40.0,98.0,1.0,2008.77,Debit,El Paso,Online,Engineer,2
346.65,30.0,60.0,1.0,6356.96,Debit,Washington,Online,Engineer,1
381.62,64.0,164.0,1.0,6009.12,Debit,Las Vegas,Online,Retired,0
388.65,76.0,43.0,1.0,7896.85,Debit,Oklahoma City,ATM,Retired,1
29.22,24.0,151.0,1.0,1649.43,Debit,San Antonio,ATM,Student,1
46.75,67.0,150.0,1.0,2840.43,Debit,Colorado Springs,Branch,Retired,2
348.64,57.0,128.0,1.0,3274.96,Debit,San Jose,Online,Retired,1
319.17,73.0,81.0,1.0,6501.56,Debit,Tucson,Online,Retired,1
73.95,26.0,76.0,1.0,363.92,Debit,Kansas City,ATM,Student,0
389.63,27.0,99.0,1.0,9748.48,Debit,Mesa,Online,Engineer,0
217.61,19.0,45.0,1.0,1404.53,Debit,Chicago,ATM,Student,2
199.84,21.0,150.0,1.0,706.44,Debit,Dallas,ATM,Student,2
56.35,44.0,75.0,1.0,5095.73,Debit,Charlotte,ATM,Doctor,2
248.95,65.0,29.0,1.0,3059.79,Credit,San Francisco,Branch,Retired,1
142.58,33.0,145.0,1.0,7844.23,Debit,San Antonio,ATM,Engineer,1
1020.73,28.0,87.0,1.0,1119.61,Debit,Fort Worth,ATM,Student,0
84.34,58.0,248.0,3.0,5313.97,Debit,Memphis,Online,Retired,0
1607.55,31.0,156.0,1.0,6227.99,Debit,Phoenix,ATM,Engineer,1
333.78,60.0,98.0,1.0,6810.94,Debit,San Diego,ATM,Retired,1
332.59,55.0,143.0,1.0,1457.07,Debit,San Antonio,Online,Retired,1
236.81,22.0,15.0,1.0,813.68,Debit,Oklahoma City,Branch,Student,1
417.8,27.0,130.0,1.0,1518.82,Credit,Philadelphia,Branch,Student,1
319.27,50.0,150.0,1.0,10269.78,Debit,San Antonio,ATM,Doctor,1
384.1,42.0,172.0,1.0,672.79,Debit,Detroit,Branch,Engineer,2
820.62,61.0,158.0,1.0,6024.8,Credit,Fresno,Branch,Doctor,0
474.77,56.0,50.0,1.0,2158.59,Credit,Indianapolis,Online,Engineer,0
542.72,43.0,92.0,1.0,6011.8,Credit,Indianapolis,Branch,Doctor,0
79.8,73.0,76.0,1.0,6372.58,Debit,Fort Worth,ATM,Retired,0
46.24,57.0,52.0,1.0,2569.56,Debit,San Diego,Branch,Engineer,1
327.8,61.0,54.0,1.0,10585.48,Debit,San Francisco,ATM,Doctor,1
445.79,52.0,161.0,1.0,717.99,Debit,Las Vegas,ATM,Doctor,0
55.89,72.0,150.0,1.0,3689.65,Debit,Fresno,Online,Retired,0
158.41,28.0,16.0,1.0,1512.16,Debit,Sacramento,Branch,Student,1
101.19,64.0,75.0,1.0,14389.45,Credit,Denver,Online,Doctor,2
827.14,36.0,265.0,4.0,9800.21,Debit,El Paso,Branch,Engineer,2
61.97,74.0,95.0,1.0,7014.69,Debit,Phoenix,ATM,Retired,1
27.21,79.0,102.0,1.0,3520.61,Debit,San Jose,ATM,Retired,1
173.74,80.0,64.0,1.0,4913.42,Debit,Houston,Online,Retired,0
176.11,38.0,105.0,1.0,9155.35,Debit,San Jose,Branch,Engineer,1
88.4,46.0,174.0,1.0,2567.53,Debit,Fort Worth,Online,Engineer,0
567.92,53.0,14.0,1.0,3779.47,Debit,Columbus,Online,Retired,2
138.11,68.0,104.0,1.0,4177.65,Credit,Phoenix,Online,Retired,1
456.93,28.0,193.0,1.0,7284.76,Credit,Virginia Beach,Branch,Engineer,1
101.42,66.0,146.0,1.0,6530.59,Debit,Atlanta,Online,Retired,2
300.61,44.0,51.0,1.0,7895.54,Debit,El Paso,Online,Doctor,2
265.94,54.0,132.0,1.0,6781.3,Debit,Boston,Online,Engineer,2
345.54,29.0,50.0,1.0,2091.78,Debit,San Diego,Online,Engineer,1
411.52,41.0,88.0,1.0,11108.39,Debit,Los Angeles,ATM,Doctor,0
111.21,35.0,111.0,1.0,9088.36,Debit,Portland,Branch,Doctor,1
316.37,53.0,86.0,1.0,4671.69,Debit,Colorado Springs,ATM,Engineer,2
260.63,37.0,142.0,1.0,7534.73,Debit,Fort Worth,Branch,Engineer,0
92.36,29.0,144.0,1.0,6353.14,Debit,Dallas,ATM,Engineer,2
262.06,63.0,118.0,1.0,13587.52,Debit,Oklahoma City,Branch,Doctor,1
64.5,74.0,230.0,1.0,1351.24,Debit,Denver,ATM,Retired,2
253.55,28.0,85.0,5.0,2797.26,Debit,Jacksonville,ATM,Engineer,0
211.36,21.0,125.0,3.0,1222.77,Credit,Nashville,Branch,Student,0
175.94,57.0,89.0,1.0,3728.04,Debit,Indianapolis,ATM,Retired,0
199.47,57.0,142.0,1.0,6067.44,Debit,Detroit,Online,Doctor,2
51.07,63.0,133.0,1.0,4292.16,Debit,Dallas,Branch,Retired,2
435.86,56.0,134.0,1.0,3801.82,Debit,Jacksonville,ATM,Retired,0
74.73,64.0,162.0,1.0,6353.22,Credit,Jacksonville,Branch,Retired,0
182.79,23.0,14.0,1.0,1251.85,Credit,Louisville,Online,Student,0
628.36,44.0,108.0,1.0,11869.71,Debit,Austin,Online,Doctor,2
268.39,29.0,177.0,1.0,9409.43,Debit,San Antonio,Online,Doctor,1
362.27,80.0,47.0,1.0,6003.59,Debit,Jacksonville,ATM,Retired,0
560.15,50.0,92.0,1.0,817.83,Credit,Memphis,Online,Engineer,0
351.99,80.0,45.0,2.0,3663.64,Debit,Chicago,ATM,Retired,2
132.36,28.0,160.0,1.0,319.65,Debit,Colorado Springs,Branch,Student,2
24.77,40.0,17.0,1.0,478.23,Credit,Nashville,Online,Engineer,0
668.67,44.0,143.0,4.0,13446.81,Debit,Detroit,Online,Doctor,2
80.24,53.0,58.0,1.0,8012.81,Credit,New York,Branch,Doctor,0
8.65,68.0,198.0,1.0,4201.22,Debit,Mesa,ATM,Retired,0
178.91,18.0,19.0,1.0,8870.89,Debit,Omaha,ATM,Student,1
115.22,27.0,108.0,1.0,906.2,Debit,San Francisco,Branch,Engineer,1
161.63,46.0,276.0,1.0,9286.37,Debit,San Jose,Online,Doctor,1
542.75,70.0,63.0,1.0,2224.08,Credit,Nashville,Branch,Retired,0
317.47,67.0,16.0,1.0,14639.28,Credit,Sacramento,Online,Doctor,1
280.99,45.0,29.0,1.0,9733.59,Debit,Houston,Branch,Engineer,0
24.19,29.0,28.0,1.0,2756.2,Debit,San Diego,ATM,Engineer,1
586.85,36.0,86.0,1.0,6655.15,Debit,Mesa,ATM,Doctor,0
372.41,55.0,143.0,1.0,3233.87,Debit,San Diego,ATM,Retired,1
211.36,20.0,148.0,1.0,1676.57,Debit,Fresno,ATM,Student,0
383.69,54.0,285.0,1.0,8371.11,Debit,Colorado Springs,Online,Engineer,2
247.17,65.0,149.0,1.0,2611.64,Credit,Chicago,Branch,Retired,2
48.78,18.0,136.0,1.0,552.06,Credit,Kansas City,Branch,Student,0
4.15,60.0,119.0,1.0,6017.36,Credit,Omaha,Branch,Retired,1
60.99,34.0,58.0,1.0,7281.46,Debit,Oklahoma City,Branch,Engineer,1
408.19,26.0,241.0,1.0,6847.47,Debit,Mesa,Branch,Engineer,0
524.6,58.0,76.0,1.0,13017.7,Debit,El Paso,Branch,Doctor,2
108.96,26.0,247.0,1.0,7597.66,Debit,Milwaukee,ATM,Student,0
70.03,63.0,49.0,1.0,7330.31,Debit,Nashville,Branch,Retired,0
124.84,52.0,79.0,1.0,6711.78,Debit,Louisville,Online,Retired,0
324.04,54.0,30.0,1.0,2248.06,Debit,Virginia Beach,ATM,Retired,1
39.69,70.0,163.0,1.0,3524.68,Debit,Austin,Online,Retired,2
157.7,58.0,46.0,1.0,8332.58,Credit,Omaha,Branch,None,1
81.27,22.0,68.0,1.0,1814.48,Credit,Seattle,Online,Student,1
193.82,37.0,176.0,1.0,3886.77,Debit,Kansas City,Branch,Engineer,0
16.73,79.0,165.0,1.0,7591.13,Debit,None,Online,Retired,1
474.05,57.0,214.0,1.0,1484.31,Debit,San Jose,ATM,Retired,1
39.21,66.0,245.0,4.0,9385.57,Debit,Miami,ATM,Doctor,0
637.75,79.0,152.0,1.0,4202.92,Debit,Dallas,Branch,Retired,2
153.59,66.0,174.0,1.0,4813.12,Credit,Portland,Branch,Retired,1
186.6,18.0,139.0,1.0,9716.68,Debit,Tucson,Branch,Student,1
644.08,24.0,55.0,1.0,1980.62,Debit,Atlanta,Online,Student,2
226.66,41.0,168.0,1.0,10216.25,Debit,None,Branch,Doctor,1
305.0,22.0,222.0,1.0,944.83,Debit,Phoenix,ATM,Student,1
233.1,42.0,37.0,1.0,7469.2,Credit,Nashville,Branch,Doctor,0
793.13,68.0,76.0,1.0,13389.16,Debit,Memphis,Online,Doctor,0
224.19,52.0,93.0,1.0,8475.47,Debit,Houston,ATM,Doctor,0
214.83,23.0,63.0,1.0,991.69,Credit,Tucson,ATM,Student,1
163.46,63.0,111.0,1.0,6953.8,Credit,Baltimore,Branch,Retired,2
194.99,34.0,91.0,1.0,1370.03,Debit,Jacksonville,Branch,Engineer,0
23.4,46.0,175.0,4.0,14851.28,Debit,El Paso,ATM,Doctor,2
227.5,34.0,277.0,1.0,11505.35,Debit,Sacramento,Online,Doctor,1
259.9,26.0,100.0,1.0,914.28,Debit,Oklahoma City,Online,Student,1
59.51,36.0,55.0,1.0,9955.88,Credit,Dallas,Online,Doctor,2
50.63,64.0,143.0,1.0,4732.81,Debit,Columbus,Online,Retired,2
1074.95,20.0,91.0,1.0,530.86,Debit,Jacksonville,Branch,Student,0
112.94,73.0,31.0,1.0,3807.84,Credit,San Antonio,Online,Retired,1
11.81,21.0,131.0,1.0,320.25,Debit,Phoenix,ATM,Student,1
329.14,55.0,14.0,1.0,12033.92,Debit,Sacramento,Branch,Doctor,1
154.24,61.0,82.0,1.0,6109.55,Debit,Mesa,ATM,Retired,0
233.44,20.0,297.0,1.0,1691.88,Debit,Chicago,Online,Student,2
141.8,18.0,116.0,1.0,1697.67,None,Chicago,ATM,Student,2
209.03,55.0,126.0,1.0,8359.5,Debit,Detroit,Branch,Engineer,2
1137.63,26.0,144.0,1.0,1629.12,Debit,Baltimore,ATM,Student,2
261.14,42.0,162.0,1.0,6100.08,Debit,San Antonio,None,Engineer,1
101.81,45.0,105.0,1.0,13872.03,Debit,Fort Worth,ATM,Doctor,0
98.71,32.0,117.0,1.0,10095.23,Debit,Fort Worth,ATM,Doctor,0
87.38,21.0,252.0,1.0,1504.99,Debit,Atlanta,Branch,Student,2
83.39,32.0,158.0,1.0,13182.11,Debit,Omaha,Branch,Doctor,1
267.55,46.0,40.0,1.0,4330.04,Debit,Charlotte,Online,Engineer,2
870.05,29.0,39.0,1.0,905.25,Debit,El Paso,ATM,Doctor,2
154.32,38.0,112.0,1.0,6972.5,Credit,Tucson,ATM,Engineer,1
164.51,78.0,110.0,1.0,3553.69,Debit,Louisville,Branch,Retired,0
758.12,69.0,90.0,1.0,6164.65,Debit,San Francisco,ATM,Retired,1
103.76,28.0,188.0,1.0,9626.14,Debit,Kansas City,Online,Engineer,0
583.92,55.0,139.0,1.0,6364.14,Debit,Kansas City,Online,Engineer,0
204.06,77.0,159.0,1.0,4351.83,Debit,Washington,Online,Retired,1
53.51,56.0,165.0,1.0,5773.5,Debit,New York,Online,Retired,0
1108.46,30.0,262.0,1.0,9257.04,Debit,Los Angeles,Branch,Engineer,0
52.95,68.0,14.0,1.0,6335.58,Credit,Charlotte,Online,None,2
120.17,49.0,105.0,1.0,5403.79,Debit,Portland,ATM,Doctor,1
220.8,31.0,28.0,1.0,8135.31,Debit,Indianapolis,Online,Engineer,0
119.01,45.0,87.0,1.0,9798.26,Debit,Philadelphia,ATM,Doctor,1
183.32,21.0,74.0,1.0,137.42,Debit,Raleigh,ATM,Student,1
858.88,60.0,227.0,1.0,7015.46,Debit,Jacksonville,Online,Engineer,0
11.46,41.0,128.0,1.0,2356.71,Credit,San Francisco,Online,Engineer,1
61.37,75.0,164.0,1.0,4294.44,Debit,Columbus,Branch,Retired,2
103.08,49.0,150.0,1.0,9251.38,Credit,Milwaukee,Branch,Engineer,0
1.21,55.0,196.0,1.0,7542.74,Debit,Atlanta,Branch,Retired,2
425.18,26.0,172.0,1.0,9880.71,Credit,Colorado Springs,Online,Engineer,2
60.96,52.0,238.0,1.0,6189.24,Debit,Colorado Springs,ATM,Retired,2
64.21,51.0,37.0,1.0,12540.18,Debit,Omaha,ATM,Doctor,1
523.02,53.0,83.0,1.0,4586.11,Debit,Jacksonville,Online,Retired,0
50.26,65.0,164.0,1.0,1519.38,Debit,Las Vegas,Branch,Retired,0
110.08,19.0,95.0,1.0,1447.26,Debit,Detroit,Branch,Student,2
54.47,23.0,34.0,1.0,1131.42,Credit,Philadelphia,Branch,Student,1
79.76,68.0,115.0,1.0,10278.75,Debit,Kansas City,Online,Doctor,0
16.79,30.0,146.0,1.0,535.15,Credit,Detroit,Online,Doctor,2
1531.31,18.0,62.0,4.0,859.86,Debit,San Diego,Online,Student,1
68.62,29.0,157.0,1.0,13891.47,Debit,Omaha,Branch,Doctor,1
211.36,20.0,280.0,1.0,1545.77,Debit,New York,Branch,Student,0
643.38,18.0,105.0,1.0,1046.74,Credit,Detroit,Online,Student,2
328.34,42.0,31.0,1.0,2840.45,Credit,San Diego,Online,Engineer,1
72.68,69.0,44.0,1.0,6216.77,Debit,Seattle,Online,Retired,1
354.76,51.0,279.0,1.0,10141.92,Debit,Detroit,Branch,Doctor,2
793.88,22.0,252.0,1.0,1404.06,Credit,Los Angeles,ATM,Student,0
29.22,27.0,69.0,1.0,7795.79,Debit,Detroit,ATM,Engineer,2
653.97,37.0,100.0,1.0,3886.65,Debit,Miami,None,Engineer,0
366.43,21.0,92.0,1.0,1560.45,Credit,Portland,Online,Student,1
120.86,33.0,162.0,4.0,13566.58,Debit,Colorado Springs,Online,Doctor,2
233.74,72.0,142.0,1.0,4749.54,Debit,Boston,Online,Retired,2
471.84,18.0,138.0,1.0,1044.33,Debit,Raleigh,ATM,Student,1
213.4,73.0,100.0,1.0,2012.24,Credit,Fort Worth,Branch,Retired,0
254.21,48.0,46.0,1.0,2487.2,Debit,Phoenix,ATM,Engineer,1
577.73,37.0,63.0,1.0,14977.99,Debit,San Jose,ATM,Doctor,1
170.26,27.0,265.0,1.0,1969.48,Debit,Chicago,ATM,Student,2
337.73,78.0,107.0,4.0,7001.2,Debit,San Antonio,Online,Retired,1
330.61,64.0,113.0,1.0,2525.25,Credit,Nashville,Branch,Retired,0
132.33,35.0,47.0,1.0,7457.94,Credit,Phoenix,ATM,Engineer,1
672.74,46.0,118.0,1.0,4734.11,Credit,Colorado Springs,Branch,Engineer,2
74.04,18.0,66.0,1.0,1690.23,Debit,Memphis,Online,Student,0
197.18,28.0,135.0,1.0,3114.92,Debit,Tucson,Online,Engineer,1
21.15,70.0,180.0,1.0,3466.74,Debit,Columbus,Branch,Retired,2
218.37,62.0,112.0,1.0,9942.24,Debit,Houston,ATM,Doctor,0
590.01,29.0,140.0,3.0,9791.74,Debit,San Jose,Online,Doctor,1
697.82,44.0,153.0,1.0,6824.0,Debit,New York,Online,Engineer,0
302.76,38.0,88.0,3.0,8583.39,Debit,Sacramento,ATM,Engineer,1
148.0,20.0,35.0,1.0,1488.65,Debit,Tucson,Branch,Student,1
22.26,19.0,56.0,1.0,5583.88,Debit,San Antonio,Branch,Student,1
0.86,25.0,139.0,1.0,1357.22,Debit,Colorado Springs,ATM,Student,2
757.1,65.0,203.0,1.0,10553.23,Debit,Atlanta,Branch,Doctor,2
38.81,25.0,145.0,1.0,1619.6,Credit,Virginia Beach,Online,Student,1
76.51,49.0,120.0,4.0,9475.4,Credit,Mesa,Online,Engineer,0
32.46,31.0,10.0,1.0,8656.18,Debit,Charlotte,Online,Doctor,2
1022.75,62.0,158.0,1.0,207.74,Credit,San Jose,Branch,Doctor,1
20.64,22.0,59.0,1.0,949.38,Debit,Charlotte,Branch,Student,2
662.11,23.0,219.0,1.0,1996.38,Debit,Atlanta,Branch,Student,2
288.77,55.0,110.0,1.0,8836.51,Debit,Los Angeles,None,Engineer,0
35.05,30.0,105.0,1.0,14330.47,Debit,Boston,Branch,Doctor,2
214.73,46.0,26.0,1.0,5368.42,Credit,Los Angeles,ATM,Doctor,0
25.38,57.0,66.0,1.0,8616.05,Debit,Louisville,Branch,Engineer,0
617.66,41.0,40.0,1.0,5906.58,Debit,Memphis,ATM,Engineer,0
446.39,63.0,77.0,1.0,7863.6,Debit,Houston,ATM,Retired,0
377.92,33.0,204.0,1.0,2254.71,Debit,Raleigh,Branch,Engineer,1
11.04,30.0,43.0,1.0,6983.04,Debit,Phoenix,Online,Engineer,1
275.46,36.0,67.0,1.0,9697.75,Debit,Fort Worth,ATM,Doctor,0
179.76,78.0,81.0,1.0,5909.52,Debit,Philadelphia,Online,Retired,1
32.34,44.0,45.0,1.0,7847.62,Debit,Kansas City,Branch,Doctor,0
273.92,79.0,109.0,1.0,4543.56,Debit,Portland,Branch,Retired,1
375.45,19.0,32.0,1.0,1307.23,Debit,Fort Worth,Branch,Student,0
388.98,23.0,155.0,1.0,1819.91,Debit,Fresno,ATM,Student,0
492.84,25.0,38.0,1.0,577.67,Debit,Indianapolis,ATM,Student,0
148.85,57.0,25.0,1.0,7802.36,Debit,Mesa,ATM,Doctor,0
211.36,62.0,47.0,5.0,2596.61,Credit,Philadelphia,Branch,Retired,1
391.66,50.0,103.0,1.0,2406.31,Debit,None,Branch,Engineer,1
185.99,41.0,53.0,1.0,402.45,Credit,Fresno,Branch,Engineer,0
322.48,27.0,57.0,1.0,1238.43,Debit,Jacksonville,ATM,Student,0
20.27,18.0,22.0,1.0,796.35,Debit,Miami,Branch,Student,0
280.61,47.0,129.0,3.0,7888.76,Debit,Mesa,ATM,Engineer,0
199.02,61.0,269.0,1.0,4658.89,Debit,Houston,ATM,Retired,0
104.23,63.0,108.0,1.0,5009.29,Credit,Louisville,Online,Retired,0
353.59,52.0,109.0,5.0,1822.34,Credit,New York,Branch,Retired,0
55.86,39.0,68.0,1.0,5346.46,Debit,Seattle,Online,Engineer,1
10.77,31.0,178.0,1.0,10704.95,None,Indianapolis,ATM,Doctor,0
95.55,33.0,51.0,1.0,2434.74,Debit,Louisville,Branch,Engineer,0
477.07,27.0,278.0,1.0,6568.07,Debit,Columbus,Online,Engineer,2
9.1,52.0,63.0,1.0,2791.45,Credit,None,Online,Retired,1
21.41,57.0,99.0,1.0,658.91,Debit,Louisville,Online,Doctor,0
278.28,28.0,26.0,1.0,1346.88,Debit,Jacksonville,Branch,Student,0
388.1,73.0,40.0,1.0,3022.12,Credit,Los Angeles,Online,Retired,0
215.39,27.0,216.0,1.0,1582.55,Debit,Detroit,ATM,Student,2
194.37,66.0,161.0,1.0,14395.88,Debit,Milwaukee,ATM,Doctor,0
37.7,20.0,109.0,1.0,1741.1,Debit,Miami,ATM,Student,0
19.59,64.0,122.0,1.0,1061.69,Debit,Charlotte,Branch,Retired,2
81.35,41.0,103.0,1.0,7192.45,Debit,Houston,Online,Engineer,0
314.54,58.0,228.0,1.0,9923.45,Credit,Virginia Beach,Branch,Engineer,1
466.64,58.0,11.0,1.0,10915.11,Debit,Las Vegas,ATM,Doctor,0
397.01,22.0,100.0,1.0,719.52,Debit,Los Angeles,ATM,Student,0
472.48,55.0,87.0,1.0,7128.82,Debit,New York,Branch,Engineer,0
67.15,59.0,14.0,1.0,9028.49,Debit,Indianapolis,Online,Doctor,0
102.67,79.0,119.0,1.0,4656.94,Debit,Albuquerque,Branch,Retired,2
460.09,35.0,146.0,3.0,6990.64,Credit,Fresno,Online,Doctor,0
453.49,66.0,147.0,1.0,6366.43,Debit,Seattle,Branch,Doctor,1
267.17,26.0,170.0,1.0,1382.62,Debit,Seattle,ATM,Student,1
111.26,66.0,43.0,1.0,14350.11,Debit,Boston,ATM,Doctor,2
121.17,68.0,158.0,1.0,12990.77,Debit,Phoenix,ATM,Doctor,1
213.28,51.0,94.0,1.0,4835.91,Debit,Mesa,Branch,Retired,0
187.88,60.0,180.0,1.0,2154.58,Debit,Nashville,ATM,Engineer,0
471.88,34.0,141.0,1.0,14833.34,Credit,San Jose,Online,Doctor,1
83.79,57.0,47.0,1.0,5061.3,Debit,Nashville,ATM,Engineer,0
212.14,72.0,105.0,1.0,7225.06,Debit,Austin,Branch,Retired,2
99.16,79.0,202.0,1.0,2607.58,Debit,San Francisco,Online,Retired,1
839.33,60.0,86.0,1.0,11538.97,Credit,Louisville,Branch,Doctor,0
29.91,76.0,43.0,3.0,2834.84,Credit,Philadelphia,Online,Retired,1
4.24,38.0,38.0,1.0,7822.73,Debit,San Diego,Online,Engineer,1
50.29,58.0,64.0,1.0,7604.9,Credit,Raleigh,Online,Doctor,1
135.85,57.0,269.0,1.0,1480.39,Debit,Fresno,Online,Retired,0
368.53,68.0,34.0,1.0,13696.31,Debit,Raleigh,Branch,Doctor,1
17.95,64.0,135.0,1.0,12344.9,Credit,Sacramento,Branch,Doctor,1
127.8,31.0,47.0,1.0,8630.99,Credit,Virginia Beach,Branch,Engineer,1
16.73,45.0,48.0,1.0,2202.62,Debit,Houston,Online,Engineer,0
317.12,44.0,80.0,1.0,14409.74,Debit,Fort Worth,Branch,Doctor,0
476.63,79.0,115.0,1.0,4894.25,Debit,Charlotte,ATM,Retired,2
156.58,24.0,160.0,1.0,8981.61,Debit,Portland,Branch,Student,1
55.12,34.0,261.0,1.0,3791.99,Credit,Houston,Online,Engineer,0
15.74,27.0,38.0,1.0,690.16,Debit,Denver,Branch,Student,2
353.68,70.0,145.0,1.0,6777.12,Debit,Las Vegas,None,Retired,0
297.15,76.0,178.0,1.0,5449.37,Debit,Phoenix,Online,Retired,1
647.85,36.0,121.0,1.0,13779.97,Debit,Omaha,Branch,Doctor,1
75.04,49.0,178.0,1.0,9648.6,Debit,El Paso,ATM,Engineer,2
273.92,28.0,35.0,1.0,1029.15,Debit,Virginia Beach,Online,Student,1
215.8,51.0,66.0,1.0,3656.62,Credit,Jacksonville,Branch,Retired,0
963.77,41.0,248.0,1.0,6710.51,Debit,Louisville,ATM,Engineer,0
420.6,26.0,55.0,1.0,1778.75,Debit,Louisville,Branch,Student,0
688.36,23.0,22.0,1.0,5191.13,Credit,Memphis,Branch,Student,0
285.18,55.0,150.0,1.0,14847.97,Credit,Sacramento,Branch,Doctor,1
213.55,63.0,15.0,1.0,5238.37,Debit,Boston,ATM,Doctor,2
463.11,51.0,159.0,1.0,10238.82,Credit,Las Vegas,Branch,Doctor,0
150.03,73.0,176.0,1.0,7491.42,Debit,Columbus,ATM,None,2
211.36,51.0,131.0,1.0,2116.36,Debit,Fresno,Branch,Retired,0
309.56,58.0,147.0,1.0,972.04,Debit,Charlotte,Online,Doctor,2
377.08,26.0,71.0,1.0,6430.86,Credit,Mesa,Branch,Student,0
77.25,68.0,157.0,1.0,14077.97,Debit,Virginia Beach,Branch,Doctor,1
146.92,64.0,272.0,1.0,3990.6,Debit,Portland,ATM,Retired,1
126.6,22.0,146.0,1.0,961.65,Debit,San Antonio,Branch,Student,1
101.34,24.0,46.0,1.0,703.26,Debit,Boston,ATM,Student,2
184.97,58.0,268.0,1.0,1156.67,Debit,Denver,Branch,Doctor,2
451.15,46.0,175.0,1.0,1356.47,Debit,Colorado Springs,ATM,Engineer,2
516.47,25.0,94.0,1.0,1305.06,Credit,Charlotte,ATM,Student,2
880.04,25.0,29.0,1.0,261.97,Debit,Sacramento,ATM,Student,1
353.69,45.0,163.0,1.0,9500.79,Debit,San Jose,Online,Engineer,1
66.69,25.0,140.0,1.0,1210.33,Credit,San Antonio,Branch,Student,1
